target_estimand,target_estimand_version,target_reference,target_denominator,condition,target,predictor,n_wins,mean_r2,mean_spearman,analysis_role,analysis_plan_version
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,hard_knee,recovery_rank_0.7,gradient_stable_rank,2,0.8122042179202875,0.8595458468413515,exploratory,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,hard_knee,recovery_rank_0.8,gradient_effective_rank,5,0.8208396695861208,0.8675563897665685,secondary_target,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,hard_knee,recovery_rank_0.9,gradient_effective_rank,3,0.7847030890744972,0.849714920608633,secondary_target,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,hard_knee,recovery_rank_0.9,gradient_detectable_rank,1,0.8571820453028349,0.9048737193290204,exploratory,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,hard_knee,recovery_rank_0.9,predicted_rank_detectable,1,0.7194808730395894,0.8728584560473706,exploratory,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,hard_knee,recovery_rank_0.95,gradient_detectable_rank,3,0.7952131140752311,0.8565313863424883,exploratory,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,hard_knee,recovery_rank_0.95,true_k_strong,2,0.726096952347791,0.837158892407524,exploratory,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,best_rank,predicted_rank_stable,1,0.0817827860623859,0.3050403996031853,exploratory,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,near_best_rank_gap_0.02,gradient_effective_rank,4,0.5610538574732036,0.687974826268194,secondary_target,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,near_best_rank_gap_0.02,predicted_rank_effective,1,0.4766087757947381,0.5585783512293302,exploratory,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,near_best_rank_gap_0.05,gradient_effective_rank,4,0.6653014536031343,0.7612558511333113,secondary_target,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,near_best_rank_gap_0.05,predicted_rank_effective,1,0.6687700537217292,0.7769935863827666,exploratory,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,near_best_rank_gap_0.1,gradient_effective_rank,4,0.7233825159156584,0.8103059007416785,confirmatory_robustness,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,near_best_rank_gap_0.1,gradient_detectable_rank,1,0.6186396986105167,0.6616192550043803,exploratory,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,near_best_rank_gap_0.2,gradient_stable_rank,2,0.7216562178180767,0.7837009804246667,exploratory,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,near_best_rank_gap_0.2,raw_gradient_effective_rank,2,0.6909625257270284,0.8134032174529613,exploratory,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,near_best_rank_gap_0.2,gradient_effective_rank,1,0.5652088415985264,0.6935674501335755,secondary_target,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,penalized_rank_lambda_0.05,gradient_effective_rank,4,0.557297635660581,0.6898569668935941,secondary_target,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,penalized_rank_lambda_0.05,predicted_rank_effective,1,0.5221450439627888,0.6142683261111409,exploratory,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,penalized_rank_lambda_0.1,gradient_effective_rank,3,0.6985760466710514,0.7970801779755449,secondary_target,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,penalized_rank_lambda_0.1,predicted_rank_effective,2,0.5540316708106321,0.7166383374986869,exploratory,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,penalized_rank_lambda_0.15,gradient_effective_rank,4,0.6213988454767698,0.7238321071380382,secondary_target,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,penalized_rank_lambda_0.15,predicted_rank_detectable,1,0.4932685693218848,0.6262582920187528,exploratory,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,penalized_rank_lambda_0.2,gradient_effective_rank,4,0.6633081847359182,0.7755734561267678,secondary_target,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,penalized_rank_lambda_0.2,gradient_detectable_rank,1,0.4766004803689555,0.5531200103415522,exploratory,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,penalized_rank_lambda_0.3,gradient_effective_rank,4,0.6158422633871485,0.7312948330540596,secondary_target,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,penalized_rank_lambda_0.3,predicted_rank_effective,1,0.5911964174239458,0.7577374378512898,exploratory,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,recovery_rank_0.5,gradient_stable_rank,2,0.6744356284522943,0.828319571995875,exploratory,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,recovery_rank_0.5,raw_gradient_effective_rank,2,0.5077608003769505,0.7131078134923086,exploratory,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,recovery_rank_0.5,predicted_rank_stable,1,0.5981625572905842,0.7969820317221638,exploratory,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,recovery_rank_0.7,raw_gradient_effective_rank,3,0.6875594191020524,0.8311244160886937,exploratory,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,recovery_rank_0.7,gradient_stable_rank,2,0.612986682367726,0.757973683712484,exploratory,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,recovery_rank_0.8,gradient_stable_rank,2,0.7216562178180767,0.7837009804246667,exploratory,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,recovery_rank_0.8,raw_gradient_effective_rank,2,0.6909625257270284,0.8134032174529613,exploratory,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,recovery_rank_0.8,gradient_effective_rank,1,0.5652088415985264,0.6935674501335755,secondary_target,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,recovery_rank_0.9,gradient_effective_rank,4,0.7233825159156584,0.8103059007416785,secondary_target,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,recovery_rank_0.9,gradient_detectable_rank,1,0.6186396986105167,0.6616192550043803,exploratory,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,recovery_rank_0.95,gradient_effective_rank,4,0.6653014536031343,0.7612558511333113,secondary_target,stage4_confirmatory_v1
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,sample_limited,recovery_rank_0.95,predicted_rank_effective,1,0.6687700537217292,0.7769935863827666,exploratory,stage4_confirmatory_v1
